gir1.2-nm-1.0	1.46.0-1ubuntu2.7	359	optional	introspection	GObject introspection data for the libnm library
gir1.2-nma4-1.0	1.10.6-3build2	30	optional	introspection	GObject introspection data for libnma-gtk4
gir1.2-notify-0.7	0.8.3-1build2	20	optional	introspection	sends desktop notifications to a notification daemon (Introspection files)
gir1.2-packagekitglib-1.0	1.2.8-2ubuntu1.5	112	optional	introspection	GObject introspection data for the PackageKit GLib library
gir1.2-pango-1.0	1.52.1+ds-1build1	136	optional	introspection	Layout and rendering of internationalized text - gir bindings
gir1.2-polkit-1.0	124-2ubuntu1.24.04.3	48	optional	introspection	GObject introspection data for polkit
gir1.2-rsvg-2.0	2.58.0+dfsg-1build1	45	optional	introspection	gir files for renderer library for SVG files
gir1.2-secret-1	0.21.4-1build3	43	optional	introspection	Secret store (GObject-Introspection)
gir1.2-soup-3.0	3.4.4-5ubuntu0.7	91	optional	introspection	GObject introspection data for the libsoup HTTP library
gir1.2-upowerglib-1.0	1.90.3-1	25	optional	introspection	GObject introspection data for upower
gir1.2-vte-2.91	0.76.0-1ubuntu0.1	48	optional	introspection	GObject introspection data for the VTE library
gir1.2-webkit-6.0	2.52.3-0ubuntu0.24.04.1	442	optional	introspection	Web content engine library for GTK - GObject introspection data
gir1.2-webkit2-4.1	2.52.3-0ubuntu0.24.04.1	608	optional	introspection	Web content engine library for GTK - GObject introspection data
gir1.2-wnck-3.0	43.0-3build4	61	optional	introspection	GObject introspection data for the WNCK library
git	1:2.43.0-1ubuntu7.3	21692	optional	vcs	fast, scalable, distributed revision control system
git-man	1:2.43.0-1ubuntu7.3	2162	optional	doc	fast, scalable, distributed revision control system (manual pages)
gjs	1.80.2-1build2	189	optional	interpreters	Mozilla-based javascript bindings for the GNOME platform (cli tool)
gkbd-capplet	3.28.1-1build3	26	optional	gnome	GNOME control center tools for libgnomekbd
glib-networking	2.80.0-1build1	201	optional	libs	network-related giomodules for GLib
glib-networking-common	2.80.0-1build1	44	optional	libs	network-related giomodules for GLib - data files
glib-networking-services	2.80.0-1build1	45	optional	libs	network-related giomodules for GLib - D-Bus services
gnome-backgrounds	45.0-1	33407	optional	gnome	Set of backgrounds packaged with the GNOME desktop
gnome-bluetooth-3-common	46.0-1ubuntu1	52	optional	gnome	GNOME Bluetooth 3 common files
gnome-bluetooth-sendto	46.0-1ubuntu1	50	optional	gnome	GNOME Bluetooth Send To app
gnome-browser-connector	42.1-4	83	optional	gnome	GNOME Shell extensions integration for web browsers
gnome-control-center	1:46.7-0ubuntu0.24.04.4	8146	optional	gnome	utilities to configure the GNOME desktop
gnome-control-center-data	1:46.7-0ubuntu0.24.04.4	524	optional	gnome	configuration applets for GNOME - data files
gnome-desktop3-data	44.0-5build2	520	optional	gnome	Common files for GNOME desktop apps
gnome-disk-utility	46.0-1ubuntu3	1004	optional	admin	manage and configure disk drives and media
gnome-icon-theme	3.12.0-5	15174	optional	gnome	This package contains the default icon theme used by the GNOME
gnome-keyring	46.1-2ubuntu0.2	2936	optional	gnome	GNOME keyring services (daemon and tools)
gnome-menus	3.36.0-1.1ubuntu3	240	optional	gnome	GNOME implementation of the freedesktop menu specification
gnome-online-accounts	3.50.4-0ubuntu2	284	optional	gnome	service to manage online accounts for the GNOME desktop
gnome-session	46.0-1ubuntu4	102	optional	gnome	GNOME Session Manager - GNOME 3 session
gnome-session-bin	46.0-1ubuntu4	452	optional	gnome	GNOME Session Manager - Minimal runtime
gnome-session-common	46.0-1ubuntu4	208	optional	gnome	GNOME Session Manager - common files
gnome-settings-daemon	46.0-1ubuntu1.24.04.1	1266	optional	gnome	daemon handling the GNOME session settings
gnome-settings-daemon-common	46.0-1ubuntu1.24.04.1	340	optional	gnome	daemon handling the GNOME session settings - common files
gnome-shell	46.0-0ubuntu6~24.04.14	6679	optional	gnome	graphical shell for the GNOME desktop
gnome-shell-common	46.0-0ubuntu6~24.04.14	3684	optional	gnome	common files for the GNOME graphical shell
gnome-shell-extension-prefs	46.0-0ubuntu6~24.04.14	73	optional	gnome	tool to enable / disable GNOME Shell extensions
gnome-software	46.0-1ubuntu2	3131	optional	gnome	Software Center for GNOME
gnome-software-common	46.0-1ubuntu2	140	optional	gnome	Software Center for GNOME (common files)
gnome-terminal	3.52.0-1ubuntu2	777	optional	gnome	GNOME terminal emulator application
gnome-terminal-data	3.52.0-1ubuntu2	1844	optional	gnome	Data files for the GNOME terminal emulator
gnome-text-editor	46.3-0ubuntu2	1508	optional	gnome	simple text editor for GNOME
gnome-themes-extra	3.28-2ubuntu5	39	optional	gnome	Adwaita GTK 2 theme — engine
gnome-themes-extra-data	3.28-2ubuntu5	501	optional	gnome	Adwaita GTK 2 theme and Adwaita-dark GTK 3 theme — common files
gnome-user-share	43.0-1build2	499	optional	gnome	User level public file sharing via WebDAV
gnupg	2.4.4-2ubuntu17.4	509	optional	utils	GNU privacy guard - a free PGP replacement
gnupg-l10n	2.4.4-2ubuntu17.4	400	optional	localization	GNU privacy guard - localization files
gnupg-utils	2.4.4-2ubuntu17.4	343	optional	utils	GNU privacy guard - utility programs
gobject-introspection	1.80.1-1	354	optional	devel	Generate interface introspection data for GObject libraries
gobject-introspection-bin	1.80.1-1	1535	optional	devel	Executables for gobject-introspection
google-chrome-stable	150.0.7871.128-1	424630	optional	web	The web browser from Google
gpg	2.4.4-2ubuntu17.4	1206	optional	utils	GNU Privacy Guard -- minimalist public key operations
gpg-agent	2.4.4-2ubuntu17.4	627	optional	utils	GNU privacy guard - cryptographic agent
gpg-wks-client	2.4.4-2ubuntu17.4	176	optional	utils	GNU privacy guard - Web Key Service client
gpgconf	2.4.4-2ubuntu17.4	257	optional	utils	GNU privacy guard - core configuration utilities
gpgsm	2.4.4-2ubuntu17.4	545	optional	utils	GNU privacy guard - S/MIME version
gpgv	2.4.4-2ubuntu17.4	337	important	utils	GNU privacy guard - signature verification tool
graphviz	2.42.2-9ubuntu0.1	2414	optional	graphics	rich set of graph drawing tools
grep	3.11-4build1	344	required	utils	GNU grep, egrep and fgrep
groff-base	1.23.0-3build2	3721	important	text	GNU troff text-formatting system (base system components)
grub-common	2.12-1ubuntu7.3	12512	optional	admin	GRand Unified Bootloader (common files)
grub-efi-amd64	2.12-1ubuntu7.3	204	optional	admin	GRand Unified Bootloader, version 2 (EFI-AMD64 version)
grub-efi-amd64-bin	2.12-1ubuntu7.3	10239	optional	admin	GRand Unified Bootloader, version 2 (EFI-AMD64 modules)
grub-efi-amd64-signed	1.202.5+2.12-1ubuntu7.3	7178	optional	utils	GRand Unified Bootloader, version 2 (EFI-AMD64 version, signed)
grub2-common	2.12-1ubuntu7.3	1391	optional	admin	GRand Unified Bootloader (common files for version 2)
gsettings-desktop-schemas	46.1-0ubuntu1	308	optional	gnome	GSettings desktop-wide schemas
gstreamer1.0-gl	1.24.2-1ubuntu0.4	381	optional	libs	GStreamer plugins for GL
gstreamer1.0-libav	1.24.1-1build1	276	optional	libs	ffmpeg plugin for GStreamer
gstreamer1.0-pipewire	1.0.5-1ubuntu3.3	160	optional	libs	GStreamer 1.0 plugin for the PipeWire multimedia server
gstreamer1.0-plugins-base	1.24.2-1ubuntu0.4	2456	optional	libs	GStreamer plugins from the "base" set
gstreamer1.0-plugins-good	1.24.2-1ubuntu1.4	7420	optional	libs	GStreamer plugins from the "good" set
gstreamer1.0-plugins-ugly	1.24.1-1build1	754	optional	libs	GStreamer plugins from the "ugly" set
gstreamer1.0-x	1.24.2-1ubuntu0.4	306	optional	libs	GStreamer plugins for X11 and Pango
gthumb	3:3.12.6-1	5237	optional	gnome	image viewer and browser
gthumb-data	3:3.12.6-1	8142	optional	gnome	image viewer and browser - arch-independent files
gtk-update-icon-cache	3.24.41-4ubuntu1.3	131	optional	misc	icon theme caching utility
gtk2-engines-pixbuf	2.24.33-4ubuntu1.1	76	optional	oldlibs	pixbuf-based theme for GTK 2
gvfs	1.54.4-0ubuntu1~24.04.2	356	optional	libs	userspace virtual filesystem - GIO module
gvfs-backends	1.54.4-0ubuntu1~24.04.2	1856	optional	gnome	userspace virtual filesystem - backends
gvfs-common	1.54.4-0ubuntu1~24.04.2	88	optional	libs	userspace virtual filesystem - common data files
